x Distance [mm]	Height [cm]
 216.915 	 6.978 
 217.105 	 6.984 
 217.290 	 6.984 
 217.480 	 6.973 
 217.665 	 6.981 
 217.855 	 6.982 
 218.045 	 6.982 
 218.230 	 6.982 
 218.420 	 6.987 
 218.605 	 6.987 
 218.795 	 6.987 
 218.985 	 6.992 
 219.170 	 6.992 
 219.360 	 6.988 
 219.545 	 6.996 
 219.735 	 6.992 
 219.925 	 6.992 
 220.110 	 6.992 
 220.300 	 6.992 
 220.485 	 6.988 
 220.675 	 6.992 
 220.865 	 6.992 
 221.050 	 6.996 
 221.240 	 7.002 
 221.425 	 7.002 
 221.615 	 7.002 
 221.805 	 6.998 
 221.990 	 7.006 
 222.180 	 7.003 
 222.365 	 7.006 
 222.555 	 7.002 
 222.745 	 7.002 
 222.930 	 7.007 
 223.120 	 7.007 
 223.305 	 6.999 
 223.495 	 7.011 
 223.685 	 7.002 
 223.870 	 7.002 
 224.060 	 7.002 
 224.245 	 7.007 
 224.435 	 7.011 
 224.625 	 7.017 
 224.810 	 7.016 
 225.000 	 7.008 
 225.185 	 7.007 
 225.375 	 7.012 
 225.565 	 7.008 
 225.750 	 7.007 
 225.940 	 7.016 
 226.125 	 7.005 
 226.315 	 7.011 
 226.505 	 7.012 
 226.690 	 7.016 
 226.880 	 7.002 
 227.065 	 7.016 
 227.255 	 7.021 
 227.445 	 7.021 
 227.630 	 7.013 
 227.820 	 7.017 
 228.005 	 7.017 
 228.195 	 7.017 
 228.385 	 7.017 
 228.570 	 7.012 
 228.760 	 7.012 
 228.945 	 7.012 
 229.135 	 7.002 
 229.325 	 7.012 
 229.510 	 7.012 
 229.700 	 7.021 
 229.885 	 7.017 
 230.075 	 7.014 
 230.265 	 7.022 
 230.450 	 7.030 
 230.640 	 7.026 
 230.825 	 7.027 
 231.015 	 7.031 
 231.205 	 7.027 
 231.390 	 7.031 
 231.580 	 7.031 
 231.765 	 7.031 
 231.955 	 7.031 
 232.145 	 7.031 
 232.330 	 7.031 
 232.520 	 7.036 
 232.705 	 7.027 
 232.895 	 7.031 
 233.085 	 7.021 
 233.270 	 7.021 
 233.460 	 7.026 
 233.645 	 7.026 
 233.835 	 7.026 
 234.025 	 7.026 
 234.210 	 7.031 
 234.400 	 7.031 
 234.585 	 7.027 
 234.775 	 7.031 
 234.965 	 7.026 
 235.150 	 7.026 
 235.340 	 7.026 
 235.525 	 7.031 
 235.715 	 7.035 
 235.905 	 7.028 
 236.090 	 7.032 
 236.280 	 7.040 
 236.465 	 7.041 
 236.655 	 7.041 
 236.845 	 7.041 
 237.030 	 7.041 
 237.220 	 7.041 
 237.405 	 7.046 
 237.595 	 7.046 
 237.785 	 7.041 
 237.970 	 7.046 
 238.160 	 7.051 
 238.345 	 7.047 
 238.535 	 7.050 
 238.725 	 7.051 
 238.910 	 7.050 
 239.100 	 7.046 
 239.285 	 7.051 
 239.475 	 7.051 
 239.665 	 7.050 
 239.850 	 7.046 
 240.040 	 7.048 
 240.225 	 7.055 
 240.415 	 7.051 
 240.605 	 7.051 
 240.790 	 7.051 
 240.980 	 7.051 
 241.165 	 7.056 
 241.355 	 7.056 
 241.545 	 7.055 
 241.730 	 7.051 
 241.920 	 7.052 
 242.105 	 7.055 
 242.295 	 7.061 
 242.485 	 7.061 
 242.670 	 7.061 
 242.860 	 7.065 
 243.045 	 7.065 
 243.235 	 7.061 
 243.425 	 7.061 
 243.610 	 7.061 
 243.800 	 7.061 
 243.985 	 7.065 
 244.175 	 7.061 
 244.365 	 7.065 
 244.550 	 7.065 
 244.740 	 7.065 
 244.925 	 7.065 
 245.115 	 7.065 
 245.305 	 7.065 
 245.490 	 7.066 
 245.680 	 7.070 
 245.865 	 7.070 
 246.055 	 7.070 
 246.245 	 7.070 
 246.430 	 7.066 
 246.620 	 7.075 
 246.805 	 7.070 
 246.995 	 7.070 
 247.185 	 7.075 
 247.370 	 7.075 
 247.560 	 7.075 
 247.745 	 7.075 
 247.935 	 7.080 
 248.125 	 7.085 
 248.310 	 7.085 
 248.500 	 7.090 
 248.685 	 7.080 
 248.875 	 7.066 
 249.065 	 7.080 
 249.250 	 7.080 
 249.440 	 7.080 
 249.625 	 7.080 
 249.815 	 7.080 
 250.005 	 7.085 
 250.190 	 7.085 
 250.380 	 7.080 
 250.565 	 7.075 
 250.755 	 7.075 
 250.945 	 7.065 
 251.130 	 7.065 
 251.320 	 7.065 
 251.505 	 7.065 
 251.695 	 7.065 
 251.885 	 7.065 
 252.070 	 7.070 
 252.260 	 7.065 
 252.445 	 7.061 
 252.635 	 7.065 
 252.825 	 7.061 
 253.010 	 7.061 
 253.200 	 7.056 
 253.385 	 7.055 
 253.575 	 7.051 
 253.765 	 7.051 
 253.950 	 7.055 
 254.140 	 7.046 
 254.325 	 7.046 
 254.515 	 7.046 
 254.705 	 7.046 
 254.890 	 7.051 
 255.080 	 7.055 
 255.265 	 7.051 
 255.455 	 7.045 
 255.645 	 7.042 
 255.830 	 7.051 
 256.020 	 7.046 
 256.205 	 7.045 
 256.395 	 7.041 
 256.585 	 7.041 
 256.770 	 7.038 
 256.960 	 7.051 
 257.145 	 7.046 
 257.335 	 7.050 
 257.525 	 7.046 
 257.710 	 7.046 
 257.900 	 7.046 
 258.085 	 7.046 
 258.275 	 7.047 
 258.465 	 7.050 
 258.650 	 7.041 
 258.840 	 7.042 
 259.025 	 7.046 
 259.215 	 7.045 
 259.405 	 7.042 
 259.590 	 7.046 
 259.780 	 7.047 
 259.965 	 7.051 
 260.155 	 7.051 
 260.345 	 7.051 
 260.530 	 7.049 
 260.720 	 7.042 
 260.905 	 7.050 
 261.095 	 7.046 
 261.285 	 7.047 
 261.470 	 7.051 
 261.660 	 7.051 
 261.845 	 7.050 
 262.035 	 7.046 
 262.225 	 7.046 
 262.410 	 7.045 
 262.600 	 7.042 
 262.785 	 7.045 
 262.975 	 7.041 
 263.165 	 7.043 
 263.350 	 7.050 
 263.540 	 7.041 
 263.725 	 7.041 
 263.915 	 7.041 
 264.105 	 7.041 
 264.290 	 7.037 
 264.480 	 7.041 
 264.665 	 7.042 
 264.855 	 7.046 
 265.045 	 7.046 
 265.230 	 7.046 
 265.420 	 7.055 
 265.605 	 7.051 
 265.795 	 7.056 
 265.985 	 7.061 
 266.170 	 7.061 
 266.360 	 7.066 
 266.545 	 7.070 
 266.735 	 7.066 
 266.925 	 7.065 
 267.110 	 7.057 
 267.300 	 7.065 
 267.485 	 7.061 
 267.675 	 7.070 
 267.865 	 7.070 
 268.050 	 7.065 
 268.240 	 7.065 
 268.425 	 7.070 
 268.615 	 7.065 
 268.805 	 7.065 
 268.990 	 7.065 
 269.180 	 7.064 
 269.365 	 7.062 
 269.555 	 7.070 
 269.745 	 7.062 
 269.930 	 7.070 
 270.120 	 7.065 
 270.305 	 7.061 
 270.495 	 7.060 
 270.685 	 7.057 
 270.870 	 7.065 
 271.060 	 7.061 
 271.245 	 7.062 
 271.435 	 7.070 
 271.625 	 7.071 
 271.810 	 7.075 
 272.000 	 7.074 
 272.185 	 7.070 
 272.375 	 7.069 
 272.565 	 7.065 
 272.750 	 7.064 
 272.940 	 7.062 
 273.125 	 7.063 
 273.315 	 7.056 
 273.505 	 7.065 
 273.690 	 7.064 
 273.880 	 7.062 
 274.065 	 7.070 
 274.255 	 7.067 
 274.445 	 7.067 
 274.630 	 7.061 
 274.820 	 7.064 
 275.005 	 7.062 
 275.195 	 7.065 
 275.385 	 7.065 
 275.570 	 7.065 
 275.760 	 7.070 
 275.945 	 7.067 
 276.135 	 7.070 
 276.325 	 7.071 
 276.510 	 7.074 
 276.700 	 7.068 
 276.885 	 7.063 
 277.075 	 7.069 
 277.265 	 7.064 
 277.450 	 7.061 
 277.640 	 7.061 
 277.825 	 7.061 
 278.015 	 7.056 
 278.205 	 7.061 
 278.390 	 7.061 
 278.580 	 7.060 
 278.765 	 7.055 
 278.955 	 7.051 
 279.145 	 7.053 
 279.330 	 7.054 
 279.520 	 7.052 
 279.705 	 7.054 
 279.895 	 7.051 
 280.085 	 7.050 
 280.270 	 7.046 
 280.460 	 7.042 
 280.645 	 7.051 
 280.835 	 7.052 
 281.025 	 7.056 
 281.210 	 7.057 
 281.400 	 7.062 
 281.585 	 7.064 
 281.775 	 7.061 
 281.965 	 7.059 
 282.150 	 7.058 
 282.340 	 7.065 
 282.525 	 7.063 
 282.715 	 7.061 
 282.905 	 7.059 
 283.090 	 7.057 
 283.280 	 7.062 
 283.465 	 7.065 
 283.655 	 7.065 
 283.845 	 7.065 
 284.030 	 7.067 
 284.220 	 7.074 
 284.405 	 7.070 
 284.595 	 7.066 
 284.785 	 7.070 
 284.970 	 7.072 
 285.160 	 7.079 
 285.345 	 7.075 
 285.535 	 7.075 
 285.725 	 7.075 
 285.910 	 7.077 
 286.100 	 7.080 
 286.285 	 7.080 
 286.475 	 7.080 
 286.665 	 7.079 
 286.850 	 7.076 
 287.040 	 7.079 
 287.225 	 7.076 
 287.415 	 7.081 
 287.605 	 7.090 
 287.790 	 7.090 
 287.980 	 7.089 
 288.165 	 7.080 
 288.355 	 7.078 
 288.545 	 7.072 
 288.730 	 7.090 
 288.920 	 7.090 
 289.105 	 7.090 
 289.295 	 7.089 
 289.485 	 7.084 
 289.670 	 7.080 
 289.860 	 7.077 
 290.045 	 7.070 
 290.235 	 7.070 
 290.425 	 7.071 
 290.610 	 7.074 
 290.800 	 7.071 
 290.985 	 7.074 
 291.175 	 7.070 
 291.365 	 7.070 
 291.550 	 7.065 
 291.740 	 7.064 
 291.925 	 7.061 
 292.115 	 7.061 
 292.305 	 7.060 
 292.490 	 7.055 
 292.680 	 7.051 
 292.865 	 7.051 
 293.055 	 7.050 
 293.245 	 7.046 
 293.430 	 7.048 
 293.620 	 7.056 
 293.805 	 7.055 
 293.995 	 7.051 
 294.185 	 7.050 
 294.370 	 7.047 
 294.560 	 7.049 
 294.745 	 7.040 
 294.935 	 7.038 
 295.125 	 7.041 
 295.310 	 7.039 
 295.500 	 7.038 
 295.685 	 7.040 
 295.875 	 7.030 
 296.065 	 7.026 
 296.250 	 7.028 
 296.440 	 7.034 
 296.625 	 7.026 
 296.815 	 7.020 
 297.005 	 7.018 
 297.190 	 7.021 
 297.380 	 7.020 
 297.565 	 7.016 
 297.755 	 7.012 
 297.945 	 7.012 
 298.130 	 7.011 
 298.320 	 7.007 
 298.505 	 7.007 
 298.695 	 7.005 
 298.885 	 7.000 
 299.070 	 6.992 
 299.260 	 6.992 
 299.445 	 6.992 
 299.635 	 6.992 
 299.825 	 6.991 
 300.010 	 6.986 
 300.200 	 6.984 
 300.385 	 6.987 
 300.575 	 6.986 
 300.765 	 6.982 
 300.950 	 6.980 
 301.140 	 6.974 
 301.325 	 6.981 
 301.515 	 6.978 
 301.705 	 6.981 
 301.890 	 6.978 
 302.080 	 6.981 
 302.265 	 6.978 
 302.455 	 6.976 
 302.645 	 6.972 
 302.830 	 6.968 
 303.020 	 6.967 
 303.205 	 6.962 
 303.395 	 6.958 
 303.585 	 6.958 
 303.770 	 6.959 
 303.960 	 6.961 
 304.145 	 6.956 
 304.335 	 6.947 
 304.525 	 6.945 
 304.710 	 6.947 
 304.900 	 6.943 
 305.085 	 6.947 
 305.275 	 6.953 
 305.465 	 6.951 
 305.650 	 6.945 
 305.840 	 6.947 
 306.025 	 6.943 
 306.215 	 6.944 
 306.405 	 6.948 
 306.590 	 6.948 
 306.780 	 6.949 
 306.965 	 6.953 
 307.155 	 6.953 
 307.345 	 6.950 
 307.530 	 6.945 
 307.720 	 6.947 
 307.905 	 6.943 
 308.095 	 6.945 
 308.285 	 6.947 
 308.470 	 6.942 
 308.660 	 6.938 
 308.845 	 6.937 
 309.035 	 6.934 
 309.225 	 6.934 
 309.410 	 6.936 
 309.600 	 6.942 
 309.785 	 6.940 
 309.975 	 6.940 
 310.165 	 6.935 
 310.350 	 6.935 
 310.540 	 6.930 
 310.725 	 6.932 
 310.915 	 6.930 
 311.105 	 6.934 
 311.290 	 6.932 
 311.480 	 6.929 
 311.665 	 6.929 
 311.855 	 6.929 
 312.045 	 6.930 
 312.230 	 6.932 
 312.420 	 6.929 
 312.605 	 6.930 
 312.795 	 6.932 
 312.985 	 6.929 
 313.170 	 6.929 
 313.360 	 6.929 
 313.545 	 6.927 
 313.735 	 6.919 
 313.925 	 6.917 
 314.110 	 6.914 
 314.300 	 6.914 
 314.485 	 6.911 
 314.675 	 6.907 
 314.865 	 6.913 
 315.050 	 6.907 
 315.240 	 6.904 
 315.425 	 6.903 
 315.615 	 6.899 
 315.805 	 6.898 
 315.990 	 6.892 
 316.180 	 6.885 
 316.365 	 6.886 
 316.555 	 6.888 
 316.745 	 6.886 
 316.930 	 6.891 
 317.120 	 6.895 
 317.305 	 6.893 
 317.495 	 6.890 
 317.685 	 6.885 
 317.870 	 6.894 
 318.060 	 6.889 
 318.245 	 6.887 
 318.435 	 6.889 
 318.625 	 6.872 
 318.810 	 6.880 
 319.000 	 6.880 
 319.185 	 6.880 
 319.375 	 6.879 
 319.565 	 6.871 
 319.750 	 6.859 
 319.940 	 6.869 
 320.125 	 6.865 
 320.315 	 6.864 
 320.505 	 6.860 
 320.690 	 6.861 
 320.880 	 6.864 
 321.065 	 6.858 
 321.255 	 6.854 
 321.445 	 6.851 
 321.630 	 6.846 
 321.820 	 6.847 
 322.005 	 6.838 
 322.195 	 6.846 
 322.385 	 6.847 
 322.570 	 6.850 
 322.760 	 6.846 
 322.945 	 6.845 
 323.135 	 6.841 
 323.325 	 6.840 
 323.510 	 6.837 
 323.700 	 6.841 
 323.885 	 6.841 
 324.075 	 6.841 
 324.265 	 6.840 
 324.450 	 6.836 
 324.640 	 6.836 
 324.825 	 6.835 
 325.015 	 6.827 
 325.205 	 6.816 
 325.390 	 6.818 
 325.580 	 6.821 
 325.765 	 6.823 
 325.955 	 6.826 
 326.145 	 6.825 
 326.330 	 6.821 
 326.520 	 6.822 
 326.705 	 6.822 
 326.895 	 6.813 
 327.085 	 6.815 
 327.270 	 6.809 
 327.460 	 6.799 
 327.645 	 6.794 
 327.835 	 6.797 
 328.025 	 6.797 
 328.210 	 6.792 
 328.400 	 6.793 
 328.585 	 6.798 
 328.775 	 6.802 
 328.965 	 6.802 
 329.150 	 6.802 
 329.340 	 6.797 
 329.525 	 6.789 
 329.715 	 6.792 
 329.905 	 6.790 
 330.090 	 6.788 
 330.280 	 6.790 
 330.465 	 6.787 
 330.655 	 6.783 
 330.845 	 6.771 
 331.030 	 6.769 
 331.220 	 6.769 
 331.405 	 6.764 
 331.595 	 6.766 
 331.785 	 6.763 
 331.970 	 6.763 
 332.160 	 6.763 
 332.345 	 6.763 
 332.535 	 6.763 
 332.725 	 6.764 
 332.910 	 6.768 
 333.100 	 6.768 
 333.285 	 6.762 
 333.475 	 6.752 
 333.665 	 6.751 
 333.850 	 6.742 
 334.040 	 6.751 
 334.225 	 6.748 
 334.415 	 6.748 
 334.605 	 6.748 
 334.790 	 6.746 
 334.980 	 6.745 
 335.165 	 6.746 
 335.355 	 6.745 
 335.545 	 6.745 
 335.730 	 6.740 
 335.920 	 6.740 
 336.105 	 6.729 
 336.295 	 6.723 
 336.485 	 6.729 
 336.670 	 6.727 
 336.860 	 6.722 
 337.045 	 6.717 
 337.235 	 6.718 
 337.425 	 6.720 
 337.610 	 6.713 
 337.800 	 6.707 
 337.985 	 6.697 
 338.175 	 6.690 
 338.365 	 6.697 
 338.550 	 6.702 
 338.740 	 6.699 
 338.925 	 6.693 
 339.115 	 6.686 
 339.305 	 6.689 
 339.490 	 6.689 
 339.680 	 6.691 
 339.865 	 6.692 
 340.055 	 6.681 
 340.245 	 6.676 
 340.430 	 6.681 
 340.620 	 6.681 
 340.805 	 6.681 
 340.995 	 6.696 
 341.185 	 6.699 
 341.370 	 6.699 
 341.560 	 6.695 
 341.745 	 6.685 
 341.935 	 6.681 
 342.125 	 6.673 
 342.310 	 6.668 
 342.500 	 6.664 
 342.685 	 6.659 
 342.875 	 6.654 
 343.065 	 6.645 
 343.250 	 6.640 
 343.440 	 6.642 
 343.625 	 6.641 
 343.815 	 6.637 
 344.005 	 6.633 
 344.190 	 6.628 
 344.380 	 6.623 
 344.565 	 6.624 
 344.755 	 6.620 
 344.945 	 6.619 
 345.130 	 6.621 
 345.320 	 6.621 
 345.505 	 6.625 
 345.695 	 6.630 
 345.885 	 6.634 
 346.070 	 6.633 
 346.260 	 6.631 
 346.445 	 6.635 
 346.635 	 6.630 
 346.825 	 6.626 
 347.010 	 6.628 
 347.200 	 6.631 
 347.385 	 6.628 
 347.575 	 6.626 
 347.765 	 6.624 
 347.950 	 6.619 
 348.140 	 6.616 
 348.325 	 6.616 
 348.515 	 6.611 
 348.705 	 6.609 
 348.890 	 6.611 
 349.080 	 6.611 
 349.265 	 6.611 
 349.455 	 6.609 
 349.645 	 6.600 
 349.830 	 6.590 
 350.020 	 6.582 
 350.205 	 6.577 
 350.395 	 6.575 
 350.585 	 6.572 
 350.770 	 6.572 
 350.960 	 6.575 
 351.145 	 6.574 
 351.335 	 6.572 
 351.525 	 6.569 
 351.710 	 6.570 
 351.900 	 6.570 
 352.085 	 6.564 
 352.275 	 6.565 
 352.465 	 6.560 
 352.650 	 6.561 
 352.840 	 6.562 
 353.025 	 6.557 
 353.215 	 6.555 
 353.405 	 6.555 
 353.590 	 6.553 
 353.780 	 6.547 
 353.965 	 6.543 
 354.155 	 6.532 
 354.345 	 6.508 
 354.530 	 6.501 
 354.720 	 6.497 
 354.905 	 6.497 
 355.095 	 6.499 
 355.285 	 6.496 
 355.470 	 6.490 
 355.660 	 6.487 
 355.845 	 6.489 
 356.035 	 6.492 
 356.225 	 6.494 
 356.410 	 6.494 
 356.600 	 6.494 
 356.785 	 6.494 
 356.975 	 6.494 
 357.165 	 6.497 
 357.350 	 6.499 
 357.540 	 6.502 
 357.725 	 6.504 
 357.915 	 6.504 
 358.105 	 6.502 
 358.290 	 6.499 
 358.480 	 6.499 
 358.665 	 6.499 
 358.855 	 6.502 
 359.045 	 6.504 
 359.230 	 6.507 
 359.420 	 6.505 
 359.605 	 6.511 
 359.795 	 6.508 
 359.985 	 6.507 
 360.170 	 6.517 
 360.360 	 6.515 
 360.545 	 6.518 
 360.735 	 6.510 
 360.925 	 6.509 
 361.110 	 6.509 
 361.300 	 6.506 
 361.485 	 6.501 
 361.675 	 6.502 
 361.865 	 6.506 
 362.050 	 6.506 
 362.240 	 6.504 
 362.425 	 6.504 
 362.615 	 6.501 
 362.805 	 6.502 
 362.990 	 6.504 
 363.180 	 6.513 
 363.365 	 6.522 
 363.555 	 6.530 
 363.745 	 6.538 
 363.930 	 6.548 
 364.120 	 6.550 
 364.305 	 6.548 
 364.495 	 6.545 
 364.685 	 6.541 
 364.870 	 6.541 
 365.060 	 6.546 
 365.245 	 6.551 
 365.435 	 6.556 
 365.625 	 6.558 
 365.810 	 6.561 
 366.000 	 6.565 
 366.185 	 6.571 
 366.375 	 6.578 
 366.565 	 6.582 
 366.750 	 6.568 
 366.940 	 6.558 
 367.125 	 6.565 
 367.315 	 6.575 
 367.505 	 6.577 
 367.690 	 6.585 
 367.880 	 6.597 
 368.065 	 6.604 
 368.255 	 6.606 
 368.445 	 6.613 
 368.630 	 6.616 
 368.820 	 6.619 
 369.005 	 6.621 
 369.195 	 6.624 
 369.385 	 6.629 
 369.570 	 6.631 
 369.760 	 6.634 
 369.945 	 6.636 
 370.135 	 6.639 
 370.325 	 6.643 
 370.510 	 6.643 
 370.700 	 6.644 
 370.885 	 6.648 
 371.075 	 6.653 
 371.265 	 6.653 
 371.450 	 6.653 
 371.640 	 6.655 
 371.825 	 6.658 
 372.015 	 6.660 
 372.205 	 6.660 
 372.390 	 6.660 
 372.580 	 6.657 
 372.765 	 6.661 
 372.955 	 6.662 
 373.145 	 6.663 
 373.330 	 6.665 
 373.520 	 6.665 
 373.705 	 6.662 
 373.895 	 6.660 
 374.085 	 6.660 
 374.270 	 6.660 
 374.460 	 6.660 
 374.645 	 6.660 
 374.835 	 6.663 
 375.025 	 6.665 
 375.210 	 6.662 
 375.400 	 6.663 
 375.585 	 6.665 
 375.775 	 6.670 
 375.965 	 6.670 
 376.150 	 6.670 
 376.340 	 6.664 
 376.525 	 6.660 
 376.715 	 6.664 
 376.905 	 6.662 
 377.090 	 6.660 
 377.280 	 6.664 
 377.465 	 6.662 
 377.655 	 6.660 
 377.845 	 6.664 
 378.030 	 6.668 
 378.220 	 6.670 
 378.405 	 6.670 
 378.595 	 6.673 
 378.785 	 6.671 
 378.970 	 6.667 
 379.160 	 6.668 
 379.345 	 6.670 
 379.535 	 6.670 
 379.725 	 6.674 
 379.910 	 6.671 
 380.100 	 6.670 
 380.285 	 6.673 
 380.475 	 6.678 
 380.665 	 6.680 
 380.850 	 6.677 
 381.040 	 6.675 
 381.225 	 6.678 
 381.415 	 6.680 
 381.605 	 6.677 
 381.790 	 6.678 
 381.980 	 6.685 
 382.165 	 6.685 
 382.355 	 6.688 
 382.545 	 6.686 
 382.730 	 6.685 
 382.920 	 6.685 
 383.105 	 6.691 
 383.295 	 6.691 
 383.485 	 6.689 
 383.670 	 6.689 
 383.860 	 6.689 
 384.045 	 6.687 
 384.235 	 6.685 
 384.425 	 6.692 
 384.610 	 6.691 
 384.800 	 6.693 
 384.985 	 6.691 
 385.175 	 6.694 
 385.365 	 6.694 
 385.550 	 6.694 
 385.740 	 6.697 
 385.925 	 6.699 
 386.115 	 6.699 
 386.305 	 6.699 
 386.490 	 6.704 
 386.680 	 6.695 
 386.865 	 6.698 
 387.055 	 6.699 
 387.245 	 6.702 
 387.430 	 6.708 
 387.620 	 6.706 
 387.805 	 6.704 
 387.995 	 6.704 
 388.185 	 6.707 
 388.370 	 6.706 
 388.560 	 6.707 
 388.745 	 6.709 
 388.935 	 6.706 
 389.125 	 6.707 
 389.310 	 6.713 
 389.500 	 6.710 
 389.685 	 6.712 
 389.875 	 6.714 
 390.065 	 6.714 
 390.250 	 6.717 
 390.440 	 6.712 
 390.625 	 6.716 
 390.815 	 6.719 
 391.005 	 6.719 
 391.190 	 6.719 
 391.380 	 6.716 
 391.565 	 6.717 
 391.755 	 6.719 
 391.945 	 6.722 
 392.130 	 6.724 
 392.320 	 6.720 
 392.505 	 6.724 
 392.695 	 6.723 
 392.885 	 6.722 
 393.070 	 6.727 
 393.260 	 6.732 
 393.445 	 6.726 
 393.635 	 6.727 
 393.825 	 6.729 
 394.010 	 6.729 
 394.200 	 6.729 
 394.385 	 6.732 
 394.575 	 6.729 
 394.765 	 6.732 
 394.950 	 6.730 
 395.140 	 6.729 
 395.325 	 6.732 
 395.515 	 6.730 
 395.705 	 6.732 
 395.890 	 6.733 
 396.080 	 6.733 
 396.265 	 6.733 
 396.455 	 6.733 
 396.645 	 6.733 
 396.830 	 6.738 
 397.020 	 6.738 
 397.205 	 6.731 
 397.395 	 6.739 
 397.585 	 6.743 
 397.770 	 6.743 
 397.960 	 6.739 
 398.145 	 6.745 
 398.335 	 6.744 
 398.525 	 6.743 
 398.710 	 6.747 
 398.900 	 6.748 
 399.085 	 6.748 
 399.275 	 6.744 
 399.465 	 6.743 
 399.650 	 6.743 
 399.840 	 6.743 
 400.025 	 6.743 
 400.215 	 6.747 
 400.405 	 6.751 
 400.590 	 6.749 
 400.780 	 6.751 
 400.965 	 6.750 
 401.155 	 6.748 
 401.345 	 6.748 
 401.530 	 6.755 
 401.720 	 6.758 
 401.905 	 6.753 
 402.095 	 6.753 
 402.285 	 6.749 
 402.470 	 6.748 
 402.660 	 6.752 
 402.845 	 6.749 
 403.035 	 6.758 
 403.225 	 6.754 
 403.410 	 6.757 
 403.600 	 6.758 
 403.785 	 6.754 
 403.975 	 6.756 
 404.165 	 6.758 
 404.350 	 6.761 
 404.540 	 6.763 
 404.725 	 6.763 
 404.915 	 6.763 
 405.105 	 6.763 
 405.290 	 6.759 
 405.480 	 6.758 
 405.665 	 6.758 
 405.855 	 6.765 
 406.045 	 6.764 
 406.230 	 6.766 
 406.420 	 6.768 
 406.605 	 6.768 
 406.795 	 6.768 
 406.985 	 6.768 
 407.170 	 6.768 
 407.360 	 6.772 
 407.545 	 6.769 
 407.735 	 6.771 
 407.925 	 6.772 
 408.110 	 6.769 
 408.300 	 6.771 
 408.485 	 6.769 
 408.675 	 6.775 
 408.865 	 6.770 
 409.050 	 6.771 
 409.240 	 6.769 
 409.425 	 6.768 
 409.615 	 6.768 
 409.805 	 6.771 
 409.990 	 6.765 
 410.180 	 6.763 
 410.365 	 6.767 
 410.555 	 6.768 
 410.745 	 6.772 
 410.930 	 6.768 
 411.120 	 6.772 
 411.305 	 6.769 
 411.495 	 6.771 
 411.685 	 6.769 
 411.870 	 6.768 
 412.060 	 6.771 
 412.245 	 6.772 
 412.435 	 6.768 
 412.625 	 6.775 
 412.810 	 6.777 
 413.000 	 6.777 
 413.185 	 6.774 
 413.375 	 6.772 
 413.565 	 6.780 
 413.750 	 6.778 
 413.940 	 6.777 
 414.125 	 6.773 
 414.315 	 6.772 
 414.505 	 6.772 
 414.690 	 6.772 
 414.880 	 6.782 
 415.065 	 6.778 
 415.255 	 6.777 
 415.445 	 6.782 
 415.630 	 6.786 
 415.820 	 6.777 
 416.005 	 6.777 
 416.195 	 6.777 
 416.385 	 6.777 
 416.570 	 6.777 
 416.760 	 6.782 
 416.945 	 6.786 
 417.135 	 6.787 
 417.325 	 6.783 
 417.510 	 6.787 
 417.700 	 6.783 
 417.885 	 6.782 
 418.075 	 6.786 
 418.265 	 6.791 
 418.450 	 6.783 
 418.640 	 6.792 
 418.825 	 6.787 
 419.015 	 6.787 
 419.205 	 6.787 
 419.390 	 6.787 
 419.580 	 6.787 
 419.765 	 6.787 
 419.955 	 6.791 
 420.145 	 6.792 
 420.330 	 6.792 
 420.520 	 6.788 
 420.705 	 6.791 
 420.895 	 6.796 
 421.085 	 6.793 
 421.270 	 6.795 
 421.460 	 6.793 
 421.645 	 6.792 
 421.835 	 6.796 
 422.025 	 6.792 
 422.210 	 6.796 
 422.400 	 6.797 
 422.585 	 6.801 
 422.775 	 6.798 
 422.965 	 6.797 
 423.150 	 6.797 
 423.340 	 6.797 
 423.525 	 6.804 
 423.715 	 6.803 
 423.905 	 6.802 
 424.090 	 6.802 
 424.280 	 6.802 
 424.465 	 6.802 
 424.655 	 6.802 
 424.845 	 6.802 
 425.030 	 6.806 
 425.220 	 6.803 
 425.405 	 6.798 
 425.595 	 6.805 
 425.785 	 6.803 
 425.970 	 6.798 
 426.160 	 6.805 
 426.345 	 6.802 
 426.535 	 6.806 
 426.725 	 6.803 
 426.910 	 6.806 
 427.100 	 6.807 
 427.285 	 6.807 
 427.475 	 6.811 
 427.665 	 6.808 
 427.850 	 6.807 
 428.040 	 6.807 
 428.225 	 6.807 
 428.415 	 6.807 
 428.605 	 6.807 
 428.790 	 6.811 
 428.980 	 6.807 
 429.165 	 6.807 
 429.355 	 6.811 
 429.545 	 6.807 
 429.730 	 6.807 
 429.920 	 6.807 
 430.105 	 6.807 
 430.295 	 6.810 
 430.485 	 6.807 
 430.670 	 6.811 
 430.860 	 6.812 
 431.045 	 6.816 
 431.235 	 6.816 
 431.425 	 6.816 
 431.610 	 6.813 
 431.800 	 6.816 
 431.985 	 6.816 
 432.175 	 6.813 
 432.365 	 6.812 
 432.550 	 6.820 
 432.740 	 6.817 
 432.925 	 6.821 
 433.115 	 6.817 
 433.305 	 6.820 
 433.490 	 6.821 
 433.680 	 6.821 
 433.865 	 6.817 
 434.055 	 6.816 
 434.245 	 6.816 
 434.430 	 6.821 
 434.620 	 6.821 
 434.805 	 6.825 
 434.995 	 6.821 
 435.185 	 6.817 
 435.370 	 6.824 
 435.560 	 6.822 
 435.745 	 6.817 
