x Distance [mm]	Height [cm]
 216.805 	 7.857 
 216.990 	 7.852 
 217.180 	 7.852 
 217.370 	 7.851 
 217.555 	 7.847 
 217.745 	 7.852 
 217.930 	 7.852 
 218.120 	 7.847 
 218.310 	 7.847 
 218.495 	 7.852 
 218.685 	 7.847 
 218.870 	 7.842 
 219.060 	 7.842 
 219.250 	 7.842 
 219.435 	 7.842 
 219.625 	 7.842 
 219.810 	 7.842 
 220.000 	 7.837 
 220.190 	 7.837 
 220.375 	 7.832 
 220.565 	 7.837 
 220.750 	 7.842 
 220.940 	 7.838 
 221.130 	 7.837 
 221.315 	 7.837 
 221.505 	 7.837 
 221.690 	 7.841 
 221.880 	 7.837 
 222.070 	 7.837 
 222.255 	 7.837 
 222.445 	 7.837 
 222.630 	 7.841 
 222.820 	 7.837 
 223.010 	 7.837 
 223.195 	 7.837 
 223.385 	 7.836 
 223.570 	 7.832 
 223.760 	 7.832 
 223.950 	 7.828 
 224.135 	 7.828 
 224.325 	 7.832 
 224.510 	 7.827 
 224.700 	 7.827 
 224.890 	 7.827 
 225.075 	 7.822 
 225.265 	 7.822 
 225.450 	 7.822 
 225.640 	 7.822 
 225.830 	 7.822 
 226.015 	 7.817 
 226.205 	 7.817 
 226.390 	 7.817 
 226.580 	 7.813 
 226.770 	 7.817 
 226.955 	 7.817 
 227.145 	 7.817 
 227.330 	 7.817 
 227.520 	 7.813 
 227.710 	 7.812 
 227.895 	 7.812 
 228.085 	 7.812 
 228.270 	 7.812 
 228.460 	 7.812 
 228.650 	 7.812 
 228.835 	 7.812 
 229.025 	 7.808 
 229.210 	 7.803 
 229.400 	 7.803 
 229.590 	 7.798 
 229.775 	 7.798 
 229.965 	 7.798 
 230.150 	 7.802 
 230.340 	 7.803 
 230.530 	 7.803 
 230.715 	 7.802 
 230.905 	 7.798 
 231.090 	 7.798 
 231.280 	 7.797 
 231.470 	 7.793 
 231.655 	 7.798 
 231.845 	 7.798 
 232.030 	 7.798 
 232.220 	 7.796 
 232.410 	 7.793 
 232.595 	 7.793 
 232.785 	 7.793 
 232.970 	 7.793 
 233.160 	 7.797 
 233.350 	 7.792 
 233.535 	 7.788 
 233.725 	 7.784 
 233.910 	 7.788 
 234.100 	 7.783 
 234.290 	 7.787 
 234.475 	 7.783 
 234.665 	 7.785 
 234.850 	 7.786 
 235.040 	 7.778 
 235.230 	 7.777 
 235.415 	 7.774 
 235.605 	 7.777 
 235.790 	 7.773 
 235.980 	 7.773 
 236.170 	 7.774 
 236.355 	 7.778 
 236.545 	 7.772 
 236.730 	 7.769 
 236.920 	 7.769 
 237.110 	 7.770 
 237.295 	 7.772 
 237.485 	 7.769 
 237.670 	 7.771 
 237.860 	 7.769 
 238.050 	 7.765 
 238.235 	 7.769 
 238.425 	 7.767 
 238.610 	 7.759 
 238.800 	 7.759 
 238.990 	 7.760 
 239.175 	 7.764 
 239.365 	 7.763 
 239.550 	 7.759 
 239.740 	 7.759 
 239.930 	 7.759 
 240.115 	 7.758 
 240.305 	 7.755 
 240.490 	 7.758 
 240.680 	 7.755 
 240.870 	 7.758 
 241.055 	 7.754 
 241.245 	 7.753 
 241.430 	 7.750 
 241.620 	 7.754 
 241.810 	 7.754 
 241.995 	 7.753 
 242.185 	 7.749 
 242.370 	 7.749 
 242.560 	 7.751 
 242.750 	 7.752 
 242.935 	 7.749 
 243.125 	 7.749 
 243.310 	 7.750 
 243.500 	 7.754 
 243.690 	 7.753 
 243.875 	 7.748 
 244.065 	 7.744 
 244.250 	 7.744 
 244.440 	 7.745 
 244.630 	 7.748 
 244.815 	 7.745 
 245.005 	 7.747 
 245.190 	 7.744 
 245.380 	 7.743 
 245.570 	 7.739 
 245.755 	 7.739 
 245.945 	 7.741 
 246.130 	 7.744 
 246.320 	 7.743 
 246.510 	 7.739 
 246.695 	 7.741 
 246.885 	 7.744 
 247.070 	 7.743 
 247.260 	 7.741 
 247.450 	 7.743 
 247.635 	 7.739 
 247.825 	 7.739 
 248.010 	 7.739 
 248.200 	 7.734 
 248.390 	 7.734 
 248.575 	 7.734 
 248.765 	 7.734 
 248.950 	 7.732 
 249.140 	 7.731 
 249.330 	 7.733 
 249.515 	 7.729 
 249.705 	 7.728 
 249.890 	 7.725 
 250.080 	 7.725 
 250.270 	 7.725 
 250.455 	 7.725 
 250.645 	 7.725 
 250.830 	 7.725 
 251.020 	 7.724 
 251.210 	 7.721 
 251.395 	 7.726 
 251.585 	 7.727 
 251.770 	 7.720 
 251.960 	 7.720 
 252.150 	 7.720 
 252.335 	 7.724 
 252.525 	 7.720 
 252.710 	 7.719 
 252.900 	 7.716 
 253.090 	 7.721 
 253.275 	 7.723 
 253.465 	 7.720 
 253.650 	 7.720 
 253.840 	 7.720 
 254.030 	 7.720 
 254.215 	 7.719 
 254.405 	 7.716 
 254.590 	 7.720 
 254.780 	 7.720 
 254.970 	 7.718 
 255.155 	 7.715 
 255.345 	 7.717 
 255.530 	 7.718 
 255.720 	 7.715 
 255.910 	 7.716 
 256.095 	 7.715 
 256.285 	 7.714 
 256.470 	 7.717 
 256.660 	 7.711 
 256.850 	 7.713 
 257.035 	 7.712 
 257.225 	 7.713 
 257.410 	 7.710 
 257.600 	 7.711 
 257.790 	 7.714 
 257.975 	 7.710 
 258.165 	 7.709 
 258.350 	 7.705 
 258.540 	 7.707 
 258.730 	 7.708 
 258.915 	 7.705 
 259.105 	 7.705 
 259.290 	 7.706 
 259.480 	 7.710 
 259.670 	 7.709 
 259.855 	 7.706 
 260.045 	 7.708 
 260.230 	 7.703 
 260.420 	 7.700 
 260.610 	 7.703 
 260.795 	 7.705 
 260.985 	 7.704 
 261.170 	 7.702 
 261.360 	 7.705 
 261.550 	 7.703 
 261.735 	 7.702 
 261.925 	 7.705 
 262.110 	 7.704 
 262.300 	 7.702 
 262.490 	 7.701 
 262.675 	 7.695 
 262.865 	 7.695 
 263.050 	 7.695 
 263.240 	 7.697 
 263.430 	 7.700 
 263.615 	 7.699 
 263.805 	 7.695 
 263.990 	 7.695 
 264.180 	 7.696 
 264.370 	 7.700 
 264.555 	 7.700 
 264.745 	 7.700 
 264.930 	 7.699 
 265.120 	 7.695 
 265.310 	 7.695 
 265.495 	 7.695 
 265.685 	 7.695 
 265.870 	 7.694 
 266.060 	 7.688 
 266.250 	 7.687 
 266.435 	 7.690 
 266.625 	 7.690 
 266.810 	 7.689 
 267.000 	 7.688 
 267.190 	 7.689 
 267.375 	 7.686 
 267.565 	 7.688 
 267.750 	 7.689 
 267.940 	 7.686 
 268.130 	 7.683 
 268.315 	 7.682 
 268.505 	 7.686 
 268.690 	 7.687 
 268.880 	 7.689 
 269.070 	 7.687 
 269.255 	 7.689 
 269.445 	 7.681 
 269.630 	 7.681 
 269.820 	 7.681 
 270.010 	 7.682 
 270.195 	 7.684 
 270.385 	 7.682 
 270.570 	 7.683 
 270.760 	 7.681 
 270.950 	 7.681 
 271.135 	 7.682 
 271.325 	 7.685 
 271.510 	 7.680 
 271.700 	 7.677 
 271.890 	 7.679 
 272.075 	 7.676 
 272.265 	 7.680 
 272.450 	 7.676 
 272.640 	 7.676 
 272.830 	 7.676 
 273.015 	 7.677 
 273.205 	 7.680 
 273.390 	 7.676 
 273.580 	 7.676 
 273.770 	 7.676 
 273.955 	 7.677 
 274.145 	 7.679 
 274.330 	 7.676 
 274.520 	 7.676 
 274.710 	 7.677 
 274.895 	 7.681 
 275.085 	 7.679 
 275.270 	 7.675 
 275.460 	 7.671 
 275.650 	 7.676 
 275.835 	 7.675 
 276.025 	 7.672 
 276.210 	 7.674 
 276.400 	 7.671 
 276.590 	 7.671 
 276.775 	 7.670 
 276.965 	 7.669 
 277.150 	 7.675 
 277.340 	 7.671 
 277.530 	 7.670 
 277.715 	 7.666 
 277.905 	 7.666 
 278.090 	 7.666 
 278.280 	 7.665 
 278.470 	 7.662 
 278.655 	 7.671 
 278.845 	 7.667 
 279.030 	 7.670 
 279.220 	 7.666 
 279.410 	 7.661 
 279.595 	 7.661 
 279.785 	 7.661 
 279.970 	 7.661 
 280.160 	 7.662 
 280.350 	 7.666 
 280.535 	 7.666 
 280.725 	 7.665 
 280.910 	 7.657 
 281.100 	 7.660 
 281.290 	 7.657 
 281.475 	 7.661 
 281.665 	 7.661 
 281.850 	 7.661 
 282.040 	 7.661 
 282.230 	 7.657 
 282.415 	 7.660 
 282.605 	 7.656 
 282.790 	 7.651 
 282.980 	 7.652 
 283.170 	 7.661 
 283.355 	 7.653 
 283.545 	 7.656 
 283.730 	 7.656 
 283.920 	 7.656 
 284.110 	 7.655 
 284.295 	 7.652 
 284.485 	 7.656 
 284.670 	 7.652 
 284.860 	 7.655 
 285.050 	 7.653 
 285.235 	 7.656 
 285.425 	 7.655 
 285.610 	 7.653 
 285.800 	 7.656 
 285.990 	 7.656 
 286.175 	 7.656 
 286.365 	 7.655 
 286.550 	 7.652 
 286.740 	 7.655 
 286.930 	 7.651 
 287.115 	 7.653 
 287.305 	 7.656 
 287.490 	 7.655 
 287.680 	 7.652 
 287.870 	 7.654 
 288.055 	 7.653 
 288.245 	 7.655 
 288.430 	 7.651 
 288.620 	 7.651 
 288.810 	 7.651 
 288.995 	 7.653 
 289.185 	 7.656 
 289.370 	 7.655 
 289.560 	 7.652 
 289.750 	 7.656 
 289.935 	 7.656 
 290.125 	 7.654 
 290.310 	 7.653 
 290.500 	 7.654 
 290.690 	 7.653 
 290.875 	 7.656 
 291.065 	 7.656 
 291.250 	 7.659 
 291.440 	 7.661 
 291.630 	 7.658 
 291.815 	 7.653 
 292.005 	 7.651 
 292.190 	 7.653 
 292.380 	 7.656 
 292.570 	 7.658 
 292.755 	 7.659 
 292.945 	 7.658 
 293.130 	 7.659 
 293.320 	 7.656 
 293.510 	 7.659 
 293.695 	 7.658 
 293.885 	 7.654 
 294.070 	 7.651 
 294.260 	 7.651 
 294.450 	 7.656 
 294.635 	 7.661 
 294.825 	 7.658 
 295.010 	 7.659 
 295.200 	 7.659 
 295.390 	 7.656 
 295.575 	 7.658 
 295.765 	 7.659 
 295.950 	 7.659 
 296.140 	 7.659 
 296.330 	 7.656 
 296.515 	 7.658 
 296.705 	 7.659 
 296.890 	 7.658 
 297.080 	 7.661 
 297.270 	 7.661 
 297.455 	 7.661 
 297.645 	 7.658 
 297.830 	 7.656 
 298.020 	 7.659 
 298.210 	 7.661 
 298.395 	 7.661 
 298.585 	 7.661 
 298.770 	 7.659 
 298.960 	 7.658 
 299.150 	 7.661 
 299.335 	 7.658 
 299.525 	 7.656 
 299.710 	 7.659 
 299.900 	 7.661 
 300.090 	 7.661 
 300.275 	 7.659 
 300.465 	 7.658 
 300.650 	 7.659 
 300.840 	 7.658 
 301.030 	 7.661 
 301.215 	 7.661 
 301.405 	 7.659 
 301.590 	 7.656 
 301.780 	 7.656 
 301.970 	 7.656 
 302.155 	 7.656 
 302.345 	 7.658 
 302.530 	 7.661 
 302.720 	 7.655 
 302.910 	 7.651 
 303.095 	 7.651 
 303.285 	 7.653 
 303.470 	 7.656 
 303.660 	 7.654 
 303.850 	 7.651 
 304.035 	 7.655 
 304.225 	 7.658 
 304.410 	 7.654 
 304.600 	 7.653 
 304.790 	 7.653 
 304.975 	 7.654 
 305.165 	 7.654 
 305.350 	 7.651 
 305.540 	 7.653 
 305.730 	 7.656 
 305.915 	 7.656 
 306.105 	 7.656 
 306.290 	 7.656 
 306.480 	 7.654 
 306.670 	 7.656 
 306.855 	 7.656 
 307.045 	 7.653 
 307.230 	 7.654 
 307.420 	 7.654 
 307.610 	 7.654 
 307.795 	 7.649 
 307.985 	 7.653 
 308.170 	 7.649 
 308.360 	 7.646 
 308.550 	 7.646 
 308.735 	 7.646 
 308.925 	 7.646 
 309.110 	 7.646 
 309.300 	 7.646 
 309.490 	 7.646 
 309.675 	 7.643 
 309.865 	 7.644 
 310.050 	 7.646 
 310.240 	 7.650 
 310.430 	 7.651 
 310.615 	 7.648 
 310.805 	 7.650 
 310.990 	 7.648 
 311.180 	 7.646 
 311.370 	 7.650 
 311.555 	 7.648 
 311.745 	 7.650 
 311.930 	 7.651 
 312.120 	 7.651 
 312.310 	 7.654 
 312.495 	 7.654 
 312.685 	 7.651 
 312.870 	 7.649 
 313.060 	 7.646 
 313.250 	 7.643 
 313.435 	 7.645 
 313.625 	 7.646 
 313.810 	 7.644 
 314.000 	 7.644 
 314.190 	 7.646 
 314.375 	 7.646 
 314.565 	 7.646 
 314.750 	 7.646 
 314.940 	 7.644 
 315.130 	 7.644 
 315.315 	 7.646 
 315.505 	 7.650 
 315.690 	 7.651 
 315.880 	 7.651 
 316.070 	 7.649 
 316.255 	 7.646 
 316.445 	 7.650 
 316.630 	 7.645 
 316.820 	 7.645 
 317.010 	 7.646 
 317.195 	 7.646 
 317.385 	 7.650 
 317.570 	 7.651 
 317.760 	 7.651 
 317.950 	 7.651 
 318.135 	 7.651 
 318.325 	 7.655 
 318.510 	 7.654 
 318.700 	 7.648 
 318.890 	 7.646 
 319.075 	 7.646 
 319.265 	 7.649 
 319.450 	 7.654 
 319.640 	 7.654 
 319.830 	 7.651 
 320.015 	 7.649 
 320.205 	 7.650 
 320.390 	 7.655 
 320.580 	 7.654 
 320.770 	 7.653 
 320.955 	 7.656 
 321.145 	 7.653 
 321.330 	 7.651 
 321.520 	 7.653 
 321.710 	 7.654 
 321.895 	 7.654 
 322.085 	 7.656 
 322.270 	 7.653 
 322.460 	 7.655 
 322.650 	 7.656 
 322.835 	 7.658 
 323.025 	 7.659 
 323.210 	 7.659 
 323.400 	 7.659 
 323.590 	 7.656 
 323.775 	 7.656 
 323.965 	 7.656 
 324.150 	 7.652 
 324.340 	 7.657 
 324.530 	 7.661 
 324.715 	 7.658 
 324.905 	 7.656 
 325.090 	 7.656 
 325.280 	 7.660 
 325.470 	 7.661 
 325.655 	 7.661 
 325.845 	 7.665 
 326.030 	 7.666 
 326.220 	 7.663 
 326.410 	 7.665 
 326.595 	 7.666 
 326.785 	 7.666 
 326.970 	 7.666 
 327.160 	 7.666 
 327.350 	 7.666 
 327.535 	 7.666 
 327.725 	 7.669 
 327.910 	 7.673 
 328.100 	 7.672 
 328.290 	 7.675 
 328.475 	 7.676 
 328.665 	 7.673 
 328.850 	 7.671 
 329.040 	 7.667 
 329.230 	 7.666 
 329.415 	 7.666 
 329.605 	 7.666 
 329.790 	 7.666 
 329.980 	 7.666 
 330.170 	 7.672 
 330.355 	 7.673 
 330.545 	 7.667 
 330.730 	 7.673 
 330.920 	 7.673 
 331.110 	 7.671 
 331.295 	 7.674 
 331.485 	 7.676 
 331.670 	 7.676 
 331.860 	 7.676 
 332.050 	 7.676 
 332.235 	 7.676 
 332.425 	 7.676 
 332.610 	 7.674 
 332.800 	 7.671 
 332.990 	 7.674 
 333.175 	 7.673 
 333.365 	 7.673 
 333.550 	 7.672 
 333.740 	 7.674 
 333.930 	 7.676 
 334.115 	 7.673 
 334.305 	 7.671 
 334.490 	 7.674 
 334.680 	 7.676 
 334.870 	 7.680 
 335.055 	 7.681 
 335.245 	 7.681 
 335.430 	 7.681 
 335.620 	 7.676 
 335.810 	 7.679 
 335.995 	 7.678 
 336.185 	 7.676 
 336.370 	 7.679 
 336.560 	 7.678 
 336.750 	 7.676 
 336.935 	 7.678 
 337.125 	 7.683 
 337.310 	 7.683 
 337.500 	 7.681 
 337.690 	 7.681 
 337.875 	 7.683 
 338.065 	 7.689 
 338.250 	 7.688 
 338.440 	 7.686 
 338.630 	 7.689 
 338.815 	 7.690 
 339.005 	 7.690 
 339.190 	 7.690 
 339.380 	 7.694 
 339.570 	 7.695 
 339.755 	 7.698 
 339.945 	 7.693 
 340.130 	 7.686 
 340.320 	 7.682 
 340.510 	 7.684 
 340.695 	 7.682 
 340.885 	 7.684 
 341.070 	 7.681 
 341.260 	 7.676 
 341.450 	 7.680 
 341.635 	 7.685 
 341.825 	 7.690 
 342.010 	 7.686 
 342.200 	 7.689 
 342.390 	 7.690 
 342.575 	 7.690 
 342.765 	 7.690 
 342.950 	 7.694 
 343.140 	 7.695 
 343.330 	 7.695 
 343.515 	 7.695 
 343.705 	 7.692 
 343.890 	 7.690 
 344.080 	 7.690 
 344.270 	 7.695 
 344.455 	 7.695 
 344.645 	 7.695 
 344.830 	 7.699 
 345.020 	 7.696 
 345.210 	 7.695 
 345.395 	 7.693 
 345.585 	 7.690 
 345.770 	 7.690 
 345.960 	 7.690 
 346.150 	 7.690 
 346.335 	 7.690 
 346.525 	 7.693 
 346.710 	 7.695 
 346.900 	 7.695 
 347.090 	 7.691 
 347.275 	 7.690 
 347.465 	 7.693 
 347.650 	 7.695 
 347.840 	 7.695 
 348.030 	 7.692 
 348.215 	 7.690 
 348.405 	 7.694 
 348.590 	 7.692 
 348.780 	 7.690 
 348.970 	 7.690 
 349.155 	 7.694 
 349.345 	 7.693 
 349.530 	 7.690 
 349.720 	 7.694 
 349.910 	 7.692 
 350.095 	 7.698 
 350.285 	 7.694 
 350.470 	 7.690 
 350.660 	 7.696 
 350.850 	 7.696 
 351.035 	 7.695 
 351.225 	 7.695 
 351.410 	 7.695 
 351.600 	 7.695 
 351.790 	 7.695 
 351.975 	 7.698 
 352.165 	 7.698 
 352.350 	 7.698 
 352.540 	 7.700 
 352.730 	 7.696 
 352.915 	 7.695 
 353.105 	 7.695 
 353.290 	 7.699 
 353.480 	 7.697 
 353.670 	 7.695 
 353.855 	 7.699 
 354.045 	 7.696 
 354.230 	 7.699 
 354.420 	 7.696 
 354.610 	 7.699 
 354.795 	 7.696 
 354.985 	 7.703 
 355.170 	 7.697 
 355.360 	 7.704 
 355.550 	 7.705 
 355.735 	 7.701 
 355.925 	 7.700 
 356.110 	 7.700 
 356.300 	 7.700 
 356.490 	 7.700 
 356.675 	 7.703 
 356.865 	 7.702 
 357.050 	 7.697 
 357.240 	 7.698 
 357.430 	 7.700 
 357.615 	 7.704 
 357.805 	 7.701 
 357.990 	 7.696 
 358.180 	 7.699 
 358.370 	 7.700 
 358.555 	 7.700 
 358.745 	 7.704 
 358.930 	 7.705 
 359.120 	 7.705 
 359.310 	 7.708 
 359.495 	 7.710 
 359.685 	 7.704 
 359.870 	 7.703 
 360.060 	 7.705 
 360.250 	 7.708 
 360.435 	 7.707 
 360.625 	 7.708 
 360.810 	 7.707 
 361.000 	 7.711 
 361.190 	 7.712 
 361.375 	 7.710 
 361.565 	 7.710 
 361.750 	 7.710 
 361.940 	 7.710 
 362.130 	 7.713 
 362.315 	 7.711 
 362.505 	 7.710 
 362.690 	 7.713 
 362.880 	 7.712 
 363.070 	 7.710 
 363.255 	 7.710 
 363.445 	 7.713 
 363.630 	 7.711 
 363.820 	 7.710 
 364.010 	 7.713 
 364.195 	 7.712 
 364.385 	 7.710 
 364.570 	 7.713 
 364.760 	 7.715 
 364.950 	 7.715 
 365.135 	 7.715 
 365.325 	 7.715 
 365.510 	 7.715 
 365.700 	 7.715 
 365.890 	 7.717 
 366.075 	 7.722 
 366.265 	 7.728 
 366.450 	 7.727 
 366.640 	 7.727 
 366.830 	 7.727 
 367.015 	 7.725 
 367.205 	 7.725 
 367.390 	 7.725 
 367.580 	 7.728 
 367.770 	 7.732 
 367.955 	 7.732 
 368.145 	 7.732 
 368.330 	 7.732 
 368.520 	 7.729 
 368.710 	 7.727 
 368.895 	 7.725 
 369.085 	 7.727 
 369.270 	 7.729 
 369.460 	 7.732 
 369.650 	 7.732 
 369.835 	 7.732 
 370.025 	 7.737 
 370.210 	 7.734 
 370.400 	 7.732 
 370.590 	 7.734 
 370.775 	 7.734 
 370.965 	 7.734 
 371.150 	 7.734 
 371.340 	 7.734 
 371.530 	 7.734 
 371.715 	 7.736 
 371.905 	 7.739 
 372.090 	 7.742 
 372.280 	 7.744 
 372.470 	 7.747 
 372.655 	 7.746 
 372.845 	 7.744 
 373.030 	 7.744 
 373.220 	 7.744 
 373.410 	 7.744 
 373.595 	 7.747 
 373.785 	 7.746 
 373.970 	 7.744 
 374.160 	 7.744 
 374.350 	 7.747 
 374.535 	 7.745 
 374.725 	 7.744 
 374.910 	 7.744 
 375.100 	 7.747 
 375.290 	 7.746 
 375.475 	 7.747 
 375.665 	 7.746 
 375.850 	 7.744 
 376.040 	 7.744 
 376.230 	 7.748 
 376.415 	 7.745 
 376.605 	 7.744 
 376.790 	 7.747 
 376.980 	 7.749 
 377.170 	 7.749 
 377.355 	 7.754 
 377.545 	 7.756 
 377.730 	 7.757 
 377.920 	 7.756 
 378.110 	 7.754 
 378.295 	 7.754 
 378.485 	 7.754 
 378.670 	 7.759 
 378.860 	 7.764 
 379.050 	 7.761 
 379.235 	 7.761 
 379.425 	 7.761 
 379.610 	 7.762 
 379.800 	 7.761 
 379.990 	 7.759 
 380.175 	 7.762 
 380.365 	 7.764 
 380.550 	 7.764 
 380.740 	 7.764 
 380.930 	 7.764 
 381.115 	 7.761 
 381.305 	 7.759 
 381.490 	 7.759 
 381.680 	 7.759 
 381.870 	 7.759 
 382.055 	 7.762 
 382.245 	 7.764 
 382.430 	 7.764 
 382.620 	 7.767 
 382.810 	 7.766 
 382.995 	 7.764 
 383.185 	 7.767 
 383.370 	 7.769 
 383.560 	 7.769 
 383.750 	 7.766 
 383.935 	 7.767 
 384.125 	 7.769 
 384.310 	 7.769 
 384.500 	 7.771 
 384.690 	 7.776 
 384.875 	 7.776 
 385.065 	 7.776 
 385.250 	 7.778 
 385.440 	 7.775 
 385.630 	 7.773 
 385.815 	 7.773 
 386.005 	 7.776 
 386.190 	 7.781 
 386.380 	 7.780 
 386.570 	 7.778 
 386.755 	 7.778 
 386.945 	 7.778 
 387.130 	 7.781 
 387.320 	 7.786 
 387.510 	 7.788 
 387.695 	 7.785 
 387.885 	 7.783 
 388.070 	 7.783 
 388.260 	 7.783 
 388.450 	 7.786 
 388.635 	 7.785 
 388.825 	 7.783 
 389.010 	 7.786 
 389.200 	 7.785 
 389.390 	 7.789 
 389.575 	 7.793 
 389.765 	 7.793 
 389.950 	 7.793 
 390.140 	 7.793 
 390.330 	 7.793 
 390.515 	 7.793 
 390.705 	 7.793 
 390.890 	 7.793 
 391.080 	 7.796 
 391.270 	 7.795 
 391.455 	 7.796 
 391.645 	 7.798 
 391.830 	 7.801 
 392.020 	 7.799 
 392.210 	 7.798 
 392.395 	 7.798 
 392.585 	 7.795 
 392.770 	 7.799 
 392.960 	 7.800 
 393.150 	 7.798 
 393.335 	 7.801 
 393.525 	 7.803 
 393.710 	 7.799 
 393.900 	 7.798 
 394.090 	 7.798 
 394.275 	 7.801 
 394.465 	 7.803 
 394.650 	 7.803 
 394.840 	 7.803 
 395.030 	 7.803 
 395.215 	 7.806 
 395.405 	 7.804 
 395.590 	 7.803 
 395.780 	 7.806 
 395.970 	 7.808 
 396.155 	 7.804 
 396.345 	 7.803 
 396.530 	 7.803 
 396.720 	 7.798 
 396.910 	 7.802 
 397.095 	 7.807 
 397.285 	 7.808 
 397.470 	 7.803 
 397.660 	 7.803 
 397.850 	 7.799 
 398.035 	 7.805 
 398.225 	 7.804 
 398.410 	 7.799 
 398.600 	 7.805 
 398.790 	 7.805 
 398.975 	 7.803 
 399.165 	 7.803 
 399.350 	 7.806 
 399.540 	 7.808 
 399.730 	 7.808 
 399.915 	 7.808 
 400.105 	 7.811 
 400.290 	 7.812 
 400.480 	 7.810 
 400.670 	 7.814 
 400.855 	 7.814 
 401.045 	 7.812 
 401.230 	 7.812 
 401.420 	 7.819 
 401.610 	 7.819 
 401.795 	 7.817 
 401.985 	 7.817 
 402.170 	 7.820 
 402.360 	 7.822 
 402.550 	 7.822 
 402.735 	 7.822 
 402.925 	 7.825 
 403.110 	 7.824 
 403.300 	 7.825 
 403.490 	 7.821 
 403.675 	 7.820 
 403.865 	 7.822 
 404.050 	 7.822 
 404.240 	 7.819 
 404.430 	 7.817 
 404.615 	 7.817 
 404.805 	 7.817 
 404.990 	 7.817 
 405.180 	 7.817 
 405.370 	 7.817 
 405.555 	 7.817 
 405.745 	 7.817 
 405.930 	 7.817 
 406.120 	 7.817 
 406.310 	 7.817 
 406.495 	 7.817 
 406.685 	 7.817 
 406.870 	 7.820 
 407.060 	 7.825 
 407.250 	 7.824 
 407.435 	 7.822 
 407.625 	 7.822 
 407.810 	 7.825 
 408.000 	 7.824 
 408.190 	 7.822 
 408.375 	 7.822 
 408.565 	 7.825 
 408.750 	 7.824 
 408.940 	 7.826 
 409.130 	 7.824 
 409.315 	 7.822 
 409.505 	 7.822 
 409.690 	 7.822 
 409.880 	 7.822 
 410.070 	 7.819 
 410.255 	 7.817 
 410.445 	 7.817 
 410.630 	 7.820 
 410.820 	 7.826 
 411.010 	 7.824 
 411.195 	 7.819 
 411.385 	 7.820 
 411.570 	 7.819 
 411.760 	 7.817 
 411.950 	 7.817 
 412.135 	 7.820 
 412.325 	 7.819 
 412.510 	 7.817 
 412.700 	 7.820 
 412.890 	 7.822 
 413.075 	 7.819 
 413.265 	 7.824 
 413.450 	 7.824 
 413.640 	 7.819 
 413.830 	 7.824 
 414.015 	 7.824 
 414.205 	 7.819 
 414.390 	 7.821 
 414.580 	 7.825 
 414.770 	 7.820 
 414.955 	 7.821 
 415.145 	 7.822 
 415.330 	 7.826 
 415.520 	 7.820 
 415.710 	 7.820 
 415.895 	 7.819 
 416.085 	 7.817 
 416.270 	 7.817 
 416.460 	 7.821 
 416.650 	 7.819 
 416.835 	 7.817 
 417.025 	 7.817 
 417.210 	 7.817 
 417.400 	 7.817 
 417.590 	 7.817 
 417.775 	 7.817 
 417.965 	 7.820 
 418.150 	 7.819 
 418.340 	 7.817 
 418.530 	 7.817 
 418.715 	 7.817 
 418.905 	 7.821 
 419.090 	 7.819 
 419.280 	 7.821 
 419.470 	 7.815 
 419.655 	 7.821 
 419.845 	 7.830 
 420.030 	 7.829 
 420.220 	 7.827 
 420.410 	 7.820 
 420.595 	 7.807 
 420.785 	 7.799 
 420.970 	 7.798 
 421.160 	 7.801 
 421.350 	 7.807 
 421.535 	 7.811 
 421.725 	 7.812 
 421.910 	 7.816 
 422.100 	 7.814 
 422.290 	 7.812 
 422.475 	 7.816 
 422.665 	 7.817 
 422.850 	 7.814 
 423.040 	 7.812 
 423.230 	 7.812 
 423.415 	 7.809 
 423.605 	 7.808 
 423.790 	 7.808 
 423.980 	 7.808 
 424.170 	 7.804 
 424.355 	 7.803 
 424.545 	 7.806 
 424.730 	 7.808 
 424.920 	 7.811 
 425.110 	 7.805 
 425.295 	 7.803 
 425.485 	 7.803 
 425.670 	 7.803 
 425.860 	 7.803 
 426.050 	 7.803 
 426.235 	 7.803 
 426.425 	 7.803 
 426.610 	 7.803 
 426.800 	 7.806 
 426.990 	 7.804 
 427.175 	 7.803 
 427.365 	 7.803 
 427.550 	 7.803 
 427.740 	 7.806 
 427.930 	 7.804 
 428.115 	 7.806 
 428.305 	 7.811 
 428.490 	 7.804 
 428.680 	 7.806 
 428.870 	 7.808 
 429.055 	 7.808 
 429.245 	 7.811 
 429.430 	 7.809 
 429.620 	 7.808 
 429.810 	 7.808 
 429.995 	 7.808 
 430.185 	 7.811 
 430.370 	 7.812 
 430.560 	 7.812 
 430.750 	 7.809 
 430.935 	 7.808 
 431.125 	 7.811 
 431.310 	 7.812 
 431.500 	 7.808 
 431.690 	 7.811 
 431.875 	 7.808 
 432.065 	 7.808 
 432.250 	 7.808 
 432.440 	 7.808 
 432.630 	 7.803 
 432.815 	 7.811 
 433.005 	 7.808 
 433.190 	 7.812 
 433.380 	 7.803 
 433.570 	 7.803 
 433.755 	 7.803 
 433.945 	 7.812 
 434.130 	 7.812 
 434.320 	 7.808 
 434.510 	 7.812 
 434.695 	 7.803 
 434.885 	 7.803 
 435.070 	 7.807 
 435.260 	 7.803 
 435.450 	 7.803 
 435.635 	 7.808 
